Timestamp;CPU Core #1 Temp (°C);CPU Core #2 Temp (°C);CPU Core #3 Temp (°C);CPU Core #4 Temp (°C);CPU Package Temp (°C);CPU Package Power (W);CPU Cores Power (W);CPU Graphics Power (W);CPU Total Load (%);RAM Load (%);GPU Core Temp (°C);GPU Core Load (%);GPU Memory Load (%)
2025-06-09 20:24:12;49,0 °C;52,0 °C;47,0 °C;46,0 °C;52,0 °C;17,1 W;12,6 W;0,0 W;15,0 %;74,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:14;55,0 °C;60,0 °C;48,0 °C;49,0 °C;60,0 °C;19,6 W;14,9 W;0,0 W;16,0 %;74,9 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:16;56,0 °C;61,0 °C;49,0 °C;48,0 °C;60,0 °C;25,2 W;20,0 W;0,0 W;15,1 %;75,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:18;48,0 °C;61,0 °C;49,0 °C;51,0 °C;62,0 °C;27,3 W;22,1 W;0,0 W;17,0 %;76,5 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:20;49,0 °C;54,0 °C;50,0 °C;60,0 °C;60,0 °C;27,0 W;21,6 W;0,0 W;18,6 %;75,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:22;61,0 °C;64,0 °C;52,0 °C;52,0 °C;64,0 °C;27,1 W;21,7 W;0,0 W;25,8 %;75,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:24;45,0 °C;47,0 °C;46,0 °C;47,0 °C;52,0 °C;23,5 W;18,5 W;0,0 W;23,1 %;74,9 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:26;45,0 °C;46,0 °C;47,0 °C;46,0 °C;52,0 °C;16,9 W;12,4 W;0,0 W;11,4 %;74,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:28;47,0 °C;47,0 °C;49,0 °C;47,0 °C;53,0 °C;15,1 W;10,7 W;0,0 W;11,5 %;74,7 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:30;46,0 °C;46,0 °C;47,0 °C;47,0 °C;50,0 °C;15,7 W;11,5 W;0,0 W;11,0 %;74,6 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:32;50,0 °C;55,0 °C;54,0 °C;62,0 °C;62,0 °C;26,6 W;21,7 W;0,0 W;28,5 %;74,9 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:34;46,0 °C;47,0 °C;46,0 °C;48,0 °C;53,0 °C;16,1 W;11,9 W;0,0 W;11,7 %;75,0 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:36;46,0 °C;46,0 °C;46,0 °C;47,0 °C;51,0 °C;15,8 W;11,6 W;0,0 W;19,4 %;74,9 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:38;48,0 °C;47,0 °C;50,0 °C;47,0 °C;51,0 °C;15,2 W;10,9 W;0,0 W;11,4 %;74,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:40;47,0 °C;46,0 °C;47,0 °C;47,0 °C;51,0 °C;15,1 W;11,0 W;0,0 W;4,3 %;75,9 %;51,0 °C;0,0 %;2,4 %
2025-06-09 20:24:42;46,0 °C;46,0 °C;44,0 °C;46,0 °C;51,0 °C;15,6 W;11,4 W;0,0 W;10,1 %;75,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:44;45,0 °C;46,0 °C;44,0 °C;46,0 °C;51,0 °C;14,7 W;10,8 W;0,0 W;11,7 %;75,7 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:46;45,0 °C;46,0 °C;46,0 °C;47,0 °C;51,0 °C;14,9 W;10,7 W;0,0 W;13,2 %;75,6 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:48;46,0 °C;46,0 °C;46,0 °C;47,0 °C;52,0 °C;14,6 W;10,5 W;0,0 W;10,7 %;75,6 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:50;46,0 °C;46,0 °C;45,0 °C;46,0 °C;51,0 °C;15,3 W;11,1 W;0,0 W;12,4 %;75,7 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:52;48,0 °C;57,0 °C;54,0 °C;52,0 °C;71,0 °C;14,7 W;10,6 W;0,0 W;13,7 %;75,7 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:54;46,0 °C;48,0 °C;47,0 °C;47,0 °C;51,0 °C;26,5 W;21,5 W;0,0 W;10,2 %;76,0 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:56;47,0 °C;49,0 °C;47,0 °C;50,0 °C;51,0 °C;16,7 W;12,3 W;0,0 W;12,5 %;76,0 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:58;46,0 °C;47,0 °C;46,0 °C;47,0 °C;51,0 °C;23,8 W;19,2 W;0,0 W;8,6 %;76,1 %;51,0 °C;0,0 %;2,4 %
2025-06-09 20:25:00;58,0 °C;48,0 °C;50,0 °C;48,0 °C;58,0 °C;20,6 W;15,8 W;0,2 W;15,4 %;75,9 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:25:02;55,0 °C;49,0 °C;48,0 °C;48,0 °C;56,0 °C;21,5 W;16,6 W;0,3 W;10,3 %;75,6 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:25:04;54,0 °C;48,0 °C;48,0 °C;49,0 °C;54,0 °C;25,1 W;20,5 W;0,1 W;14,2 %;75,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:25:06;46,0 °C;46,0 °C;45,0 °C;48,0 °C;51,0 °C;16,5 W;12,1 W;0,0 W;9,4 %;75,4 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:25:08;54,0 °C;48,0 °C;47,0 °C;47,0 °C;54,0 °C;14,7 W;10,6 W;0,0 W;10,7 %;75,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:25:10;51,0 °C;47,0 °C;46,0 °C;47,0 °C;52,0 °C;15,0 W;11,0 W;0,0 W;10,7 %;75,3 %;0,0 °C;0,0 %;2,4 %
