Horodatage;Timestamp (s);Tension (V);Courant (A);Puissance (W)
2025-05-08 15:10:28;41.59;2.38;0.63;3.17
2025-05-08 15:10:29;42.7;2.39;0.60;3.00
2025-05-08 15:10:30;43.8;2.40;0.53;2.63
2025-05-08 15:10:31;44.9;2.40;0.53;2.66
2025-05-08 15:10:32;46.0;2.40;0.54;2.69
2025-05-08 15:10:33;47.1;2.39;0.58;2.92
2025-05-08 15:10:35;48.21;2.39;0.60;2.99
2025-05-08 15:10:36;49.31;2.39;0.60;3.00
2025-05-08 15:10:37;50.41;2.39;0.61;3.04
2025-05-08 15:10:38;51.51;2.39;0.59;2.97
2025-05-08 15:10:39;52.61;2.40;0.54;2.68
2025-05-08 15:10:40;53.71;2.39;0.57;2.87
2025-05-08 15:10:41;54.82;2.40;0.54;2.72
2025-05-08 15:10:42;55.92;2.41;0.51;2.55
2025-05-08 15:10:43;57.02;2.38;0.67;3.34
2025-05-08 15:10:44;58.12;2.38;0.63;3.13
2025-05-08 15:10:46;59.22;2.42;0.46;2.29
2025-05-08 15:10:47;60.32;2.40;0.56;2.80
2025-05-08 15:10:48;61.43;2.41;0.49;2.46
2025-05-08 15:10:49;62.53;2.41;0.51;2.54
2025-05-08 15:10:50;63.63;2.40;0.54;2.69
2025-05-08 15:10:51;64.73;2.40;0.55;2.73
2025-05-08 15:10:52;65.83;2.39;0.60;3.00
2025-05-08 15:10:53;66.94;2.40;0.53;2.63
2025-05-08 15:10:54;68.04;2.40;0.55;2.76
2025-05-08 15:10:55;69.14;2.41;0.49;2.47
2025-05-08 15:10:57;70.24;2.41;0.51;2.54
2025-05-08 15:10:58;71.34;2.41;0.49;2.43
2025-05-08 15:10:59;72.44;2.40;0.52;2.59
2025-05-08 15:11:00;73.54;2.41;0.51;2.54
2025-05-08 15:11:01;74.64;2.40;0.54;2.69
2025-05-08 15:11:02;75.75;2.40;0.53;2.67
2025-05-08 15:11:03;76.85;2.39;0.59;2.96
2025-05-08 15:11:04;77.95;2.38;0.64;3.18
2025-05-08 15:11:05;79.05;2.40;0.54;2.72
2025-05-08 15:11:06;80.15;2.40;0.53;2.64
2025-05-08 15:11:08;81.25;2.41;0.50;2.50
2025-05-08 15:11:09;82.36;2.40;0.54;2.71
2025-05-08 15:11:10;83.46;2.40;0.55;2.73
2025-05-08 15:11:11;84.56;2.40;0.56;2.81
2025-05-08 15:11:12;85.66;2.40;0.56;2.81
2025-05-08 15:11:13;86.76;2.41;0.50;2.52
2025-05-08 15:11:14;87.86;2.41;0.50;2.52
2025-05-08 15:11:15;88.97;2.40;0.54;2.71
2025-05-08 15:11:16;90.07;2.39;0.60;3.01
2025-05-08 15:11:17;91.17;2.40;0.52;2.60
2025-05-08 15:11:19;92.27;2.40;0.54;2.72
2025-05-08 15:11:20;93.37;2.41;0.49;2.46
2025-05-08 15:11:21;94.48;2.40;0.53;2.63
2025-05-08 15:11:22;95.58;2.40;0.54;2.69
2025-05-08 15:11:23;96.68;2.39;0.59;2.93
2025-05-08 15:11:24;97.78;2.39;0.62;3.10
2025-05-08 15:11:25;98.88;2.41;0.50;2.50
2025-05-08 15:11:26;99.98;2.40;0.52;2.60
2025-05-08 15:11:27;101.09;2.40;0.56;2.79
2025-05-08 15:11:29;102.19;2.39;0.57;2.85
2025-05-08 15:11:30;103.29;2.40;0.56;2.81
2025-05-08 15:11:31;104.39;2.40;0.52;2.62
2025-05-08 15:11:32;105.49;2.40;0.55;2.77
2025-05-08 15:11:33;106.6;2.39;0.59;2.96
2025-05-08 15:11:34;107.7;2.40;0.56;2.80
2025-05-08 15:11:35;108.8;2.41;0.50;2.51
2025-05-08 15:11:36;109.9;2.40;0.53;2.67
2025-05-08 15:11:37;111.0;2.41;0.51;2.54
2025-05-08 15:11:38;112.1;2.41;0.51;2.55
2025-05-08 15:11:40;113.21;2.39;0.58;2.89
2025-05-08 15:11:41;114.31;2.40;0.56;2.80
2025-05-08 15:11:42;115.41;2.39;0.60;3.00
2025-05-08 15:11:43;116.51;2.40;0.54;2.69
2025-05-08 15:11:44;117.61;2.39;0.62;3.10
2025-05-08 15:11:45;118.72;2.38;0.62;3.12
2025-05-08 15:11:46;119.82;2.39;0.57;2.87
2025-05-08 15:11:47;120.92;2.40;0.54;2.71
2025-05-08 15:11:48;122.02;2.40;0.52;2.62
2025-05-08 15:11:49;123.12;2.38;0.66;3.32
2025-05-08 15:11:51;124.22;2.37;0.69;3.47
2025-05-08 15:11:52;125.33;2.38;0.65;3.26
2025-05-08 15:11:53;126.42;2.38;0.65;3.24
2025-05-08 15:11:54;127.53;2.38;0.65;3.26
2025-05-08 15:11:55;128.63;2.39;0.59;2.96
2025-05-08 15:11:56;129.73;2.38;0.63;3.14
2025-05-08 15:11:57;130.83;2.38;0.63;3.17
2025-05-08 15:11:58;131.93;2.38;0.66;3.28
2025-05-08 15:11:59;133.03;2.38;0.64;3.22
2025-05-08 15:12:00;134.14;2.39;0.58;2.92
2025-05-08 15:12:02;135.24;2.40;0.55;2.73
2025-05-08 15:12:03;136.34;2.37;0.69;3.46
2025-05-08 15:12:04;137.44;2.38;0.65;3.25
2025-05-08 15:12:05;138.54;2.38;0.63;3.16
2025-05-08 15:12:06;139.64;2.38;0.67;3.34
2025-05-08 15:12:07;140.75;2.39;0.57;2.87
2025-05-08 15:12:08;141.85;2.37;0.71;3.53
2025-05-08 15:12:09;142.95;2.38;0.63;3.17
2025-05-08 15:12:10;144.05;2.39;0.62;3.09
2025-05-08 15:12:11;145.15;2.39;0.61;3.06
2025-05-08 15:12:13;146.26;2.39;0.61;3.03
2025-05-08 15:12:14;147.36;2.40;0.55;2.75
2025-05-08 15:12:15;148.46;2.41;0.51;2.55
2025-05-08 15:12:16;149.56;2.39;0.58;2.91
2025-05-08 15:12:17;150.66;2.41;0.51;2.54
2025-05-08 15:12:18;151.77;2.40;0.55;2.76
2025-05-08 15:12:19;152.87;2.39;0.59;2.97
2025-05-08 15:12:20;153.97;2.40;0.52;2.62
2025-05-08 15:12:21;155.07;2.40;0.52;2.58
2025-05-08 15:12:22;156.17;2.41;0.51;2.56
2025-05-08 15:12:24;157.27;2.39;0.58;2.92
2025-05-08 15:12:25;158.38;2.38;0.62;3.12
2025-05-08 15:12:26;159.48;2.38;0.64;3.21
2025-05-08 15:12:27;160.58;2.38;0.66;3.32
2025-05-08 15:12:28;161.68;2.39;0.60;3.00
2025-05-08 15:12:29;162.78;2.38;0.63;3.16
2025-05-08 15:12:30;163.88;2.38;0.64;3.20
2025-05-08 15:12:31;164.99;2.39;0.62;3.09
2025-05-08 15:12:32;166.09;2.37;0.69;3.47
2025-05-08 15:12:34;167.19;2.40;0.57;2.83
2025-05-08 15:12:35;168.29;2.39;0.62;3.08
2025-05-08 15:12:36;169.39;2.39;0.62;3.08
2025-05-08 15:12:37;170.5;2.40;0.56;2.79
2025-05-08 15:12:38;171.6;2.39;0.58;2.88
2025-05-08 15:12:39;172.7;2.39;0.57;2.84
2025-05-08 15:12:40;173.8;2.40;0.54;2.71
2025-05-08 15:12:41;174.9;2.39;0.61;3.06
2025-05-08 15:12:42;176.0;2.39;0.60;3.01
2025-05-08 15:12:43;177.11;2.40;0.52;2.58
2025-05-08 15:12:45;178.21;2.40;0.55;2.77
2025-05-08 15:12:46;179.31;2.40;0.52;2.58
2025-05-08 15:12:47;180.41;2.40;0.54;2.71
2025-05-08 15:12:48;181.51;2.40;0.55;2.75
2025-05-08 15:12:49;182.61;2.40;0.53;2.64
2025-05-08 15:12:50;183.71;2.38;0.67;3.36
2025-05-08 15:12:51;184.81;2.39;0.62;3.08
2025-05-08 15:12:52;185.92;2.38;0.64;3.22
2025-05-08 15:12:53;187.02;2.37;0.69;3.45
2025-05-08 15:12:54;188.12;2.39;0.58;2.91
2025-05-08 15:12:56;189.22;2.38;0.64;3.21
2025-05-08 15:12:57;190.32;2.39;0.60;3.01
2025-05-08 15:12:58;191.42;2.38;0.64;3.18
2025-05-08 15:12:59;192.53;2.40;0.57;2.83
2025-05-08 15:13:00;193.63;2.40;0.54;2.69
2025-05-08 15:13:01;194.73;2.40;0.52;2.60
2025-05-08 15:13:02;195.83;2.40;0.52;2.62
2025-05-08 15:13:03;196.93;2.39;0.60;3.01
2025-05-08 15:13:04;198.04;2.38;0.63;3.14
2025-05-08 15:13:05;199.14;2.40;0.55;2.73
2025-05-08 15:13:07;200.24;2.40;0.55;2.75
2025-05-08 15:13:08;201.34;2.40;0.53;2.66
2025-05-08 15:13:09;202.44;2.39;0.58;2.89
2025-05-08 15:13:10;203.55;2.41;0.49;2.44
2025-05-08 15:13:11;204.65;2.38;0.63;3.17
2025-05-08 15:13:12;205.75;2.39;0.59;2.95
2025-05-08 15:13:13;206.85;2.38;0.64;3.18
2025-05-08 15:13:14;207.95;2.39;0.60;3.01
2025-05-08 15:13:15;209.05;2.38;0.63;3.16
2025-05-08 15:13:16;210.16;2.39;0.62;3.08
2025-05-08 15:13:18;211.26;2.39;0.59;2.93
2025-05-08 15:13:19;212.36;2.39;0.61;3.04
2025-05-08 15:13:20;213.46;2.39;0.58;2.92
2025-05-08 15:13:21;214.56;2.39;0.60;3.00
2025-05-08 15:13:22;215.67;2.40;0.55;2.76
2025-05-08 15:13:23;216.77;2.40;0.53;2.66
2025-05-08 15:13:24;217.87;2.39;0.58;2.89
2025-05-08 15:13:25;218.97;2.39;0.61;3.05
2025-05-08 15:13:26;220.07;2.40;0.55;2.75
2025-05-08 15:13:27;221.17;2.40;0.56;2.80
2025-05-08 15:13:29;222.28;2.38;0.62;3.12
2025-05-08 15:13:30;223.38;2.38;0.67;3.37
2025-05-08 15:13:31;224.48;2.38;0.63;3.13
2025-05-08 15:13:32;225.58;2.39;0.62;3.08
2025-05-08 15:13:33;226.68;2.38;0.62;3.12
2025-05-08 15:13:34;227.78;2.39;0.57;2.84
2025-05-08 15:13:35;228.89;2.39;0.59;2.93
2025-05-08 15:13:36;229.99;2.38;0.64;3.21
2025-05-08 15:13:37;231.09;2.38;0.67;3.37
2025-05-08 15:13:39;232.19;2.38;0.65;3.24
2025-05-08 15:13:40;233.29;2.38;0.65;3.26
2025-05-08 15:13:41;234.39;2.39;0.57;2.87
2025-05-08 15:13:42;235.49;2.38;0.62;3.12
2025-05-08 15:13:43;236.59;2.40;0.56;2.80
2025-05-08 15:13:44;237.7;2.40;0.54;2.68
2025-05-08 15:13:45;238.8;2.39;0.60;2.99
2025-05-08 15:13:46;239.9;2.39;0.58;2.88
2025-05-08 15:13:47;241.0;2.36;0.75;3.74
2025-05-08 15:13:48;242.1;2.38;0.64;3.18
2025-05-08 15:13:50;243.21;2.38;0.67;3.36
2025-05-08 15:13:51;244.31;2.37;0.72;3.61
2025-05-08 15:13:52;245.41;2.37;0.71;3.53
2025-05-08 15:13:53;246.51;2.39;0.62;3.09
2025-05-08 15:13:54;247.61;2.41;0.50;2.52
2025-05-08 15:13:55;248.71;2.39;0.59;2.93
2025-05-08 15:13:56;249.82;2.37;0.69;3.43
2025-05-08 15:13:57;250.92;2.40;0.55;2.77
2025-05-08 15:13:58;252.02;2.40;0.56;2.79
2025-05-08 15:13:59;253.12;2.41;0.48;2.42
2025-05-08 15:14:01;254.22;2.40;0.53;2.67
2025-05-08 15:14:02;255.32;2.39;0.61;3.04
2025-05-08 15:14:03;256.43;2.39;0.61;3.05
2025-05-08 15:14:04;257.53;2.39;0.60;3.01
2025-05-08 15:14:05;258.63;2.38;0.64;3.22
2025-05-08 15:14:06;259.73;2.40;0.54;2.71
2025-05-08 15:14:07;260.83;2.40;0.54;2.72
2025-05-08 15:14:08;261.94;2.40;0.56;2.81
2025-05-08 15:14:09;263.04;2.41;0.50;2.52
2025-05-08 15:14:10;264.14;2.40;0.56;2.79
2025-05-08 15:14:12;265.24;2.41;0.50;2.52
2025-05-08 15:14:13;266.34;2.41;0.51;2.56
2025-05-08 15:14:14;267.44;2.40;0.52;2.58
2025-05-08 15:14:15;268.55;2.41;0.50;2.50
2025-05-08 15:14:16;269.65;2.38;0.66;3.29
2025-05-08 15:14:17;270.75;2.38;0.62;3.12
2025-05-08 15:14:18;271.85;2.39;0.59;2.96
2025-05-08 15:14:19;272.95;2.39;0.62;3.10
2025-05-08 15:14:20;274.05;2.39;0.60;3.01
2025-05-08 15:14:21;275.16;2.40;0.56;2.80
2025-05-08 15:14:23;276.26;2.41;0.51;2.54
2025-05-08 15:14:24;277.36;2.39;0.58;2.91
2025-05-08 15:14:25;278.46;2.40;0.54;2.72
2025-05-08 15:14:26;279.56;2.40;0.52;2.62
2025-05-08 15:14:27;280.67;2.40;0.53;2.67
2025-05-08 15:14:28;281.77;2.39;0.61;3.03
2025-05-08 15:14:29;282.87;2.40;0.56;2.80
2025-05-08 15:14:30;283.97;2.40;0.57;2.83
2025-05-08 15:14:31;285.07;2.40;0.54;2.68
2025-05-08 15:14:32;286.17;2.40;0.56;2.80
2025-05-08 15:14:34;287.28;2.40;0.53;2.63
2025-05-08 15:14:35;288.37;2.40;0.53;2.66
2025-05-08 15:14:36;289.48;2.40;0.53;2.64
2025-05-08 15:14:37;290.58;2.40;0.52;2.62
2025-05-08 15:14:38;291.68;2.40;0.53;2.63
2025-05-08 15:14:39;292.78;2.41;0.51;2.56
2025-05-08 15:14:40;293.88;2.41;0.50;2.50
2025-05-08 15:14:41;294.98;2.38;0.63;3.13
2025-05-08 15:14:42;296.09;2.40;0.52;2.58
2025-05-08 15:14:44;297.19;2.39;0.59;2.95
2025-05-08 15:14:45;298.29;2.39;0.58;2.88
2025-05-08 15:14:46;299.39;2.40;0.55;2.73
2025-05-08 15:14:47;300.49;2.39;0.58;2.89
2025-05-08 15:14:48;301.6;2.38;0.63;3.17
2025-05-08 15:14:49;302.7;2.39;0.59;2.97
2025-05-08 15:14:50;303.8;2.38;0.63;3.17
2025-05-08 15:14:51;304.9;2.39;0.62;3.08
2025-05-08 15:14:52;306.0;2.41;0.51;2.55
2025-05-08 15:14:53;307.1;2.40;0.56;2.79
2025-05-08 15:14:55;308.21;2.40;0.53;2.66
2025-05-08 15:14:56;309.31;2.39;0.57;2.84
2025-05-08 15:14:57;310.41;2.40;0.52;2.62
2025-05-08 15:14:58;311.51;2.40;0.53;2.64
2025-05-08 15:14:59;312.61;2.40;0.52;2.60
2025-05-08 15:15:00;313.72;2.40;0.54;2.69
2025-05-08 15:15:01;314.82;2.40;0.52;2.62
2025-05-08 15:15:02;315.92;2.40;0.54;2.68
2025-05-08 15:15:03;317.02;2.39;0.59;2.97
2025-05-08 15:15:04;318.12;2.38;0.64;3.20
2025-05-08 15:15:06;319.22;2.39;0.59;2.97
2025-05-08 15:15:07;320.33;2.39;0.57;2.84
2025-05-08 15:15:08;321.43;2.40;0.52;2.60
2025-05-08 15:15:09;322.53;2.40;0.54;2.68
2025-05-08 15:15:10;323.63;2.41;0.49;2.43
2025-05-08 15:15:11;324.73;2.40;0.53;2.67
2025-05-08 15:15:12;325.84;2.40;0.52;2.62
2025-05-08 15:15:13;326.94;2.41;0.51;2.56
2025-05-08 15:15:14;328.04;2.40;0.56;2.81
2025-05-08 15:15:15;329.14;2.40;0.55;2.76
2025-05-08 15:15:17;330.24;2.40;0.57;2.83
2025-05-08 15:15:18;331.34;2.40;0.55;2.77
2025-05-08 15:15:19;332.45;2.40;0.52;2.62
2025-05-08 15:15:20;333.55;2.41;0.51;2.55
2025-05-08 15:15:21;334.65;2.41;0.50;2.48
2025-05-08 15:15:22;335.75;2.39;0.59;2.97
2025-05-08 15:15:23;336.85;2.39;0.62;3.09
2025-05-08 15:15:24;337.95;2.40;0.53;2.67
2025-05-08 15:15:25;339.06;2.41;0.50;2.52
2025-05-08 15:15:26;340.15;2.41;0.51;2.55
2025-05-08 15:15:28;341.26;2.40;0.53;2.67
2025-05-08 15:15:29;342.36;2.40;0.57;2.83
2025-05-08 15:15:30;343.46;2.39;0.57;2.87
2025-05-08 15:15:31;344.56;2.40;0.53;2.67
2025-05-08 15:15:32;345.66;2.40;0.56;2.79
2025-05-08 15:15:33;346.77;2.40;0.56;2.81
2025-05-08 15:15:34;347.87;2.39;0.61;3.05
2025-05-08 15:15:35;348.97;2.39;0.61;3.06
2025-05-08 15:15:36;350.07;2.39;0.58;2.91
2025-05-08 15:15:37;351.17;2.38;0.63;3.17
2025-05-08 15:15:39;352.27;2.38;0.63;3.17
2025-05-08 15:15:40;353.38;2.40;0.56;2.79
2025-05-08 15:15:41;354.48;2.39;0.60;3.00
2025-05-08 15:15:42;355.58;2.38;0.66;3.29
2025-05-08 15:15:43;356.68;2.40;0.56;2.79
2025-05-08 15:15:44;357.78;2.40;0.53;2.67
2025-05-08 15:15:45;358.89;2.41;0.49;2.43
2025-05-08 15:15:46;359.99;2.41;0.51;2.55
2025-05-08 15:15:47;361.09;2.39;0.60;3.00
2025-05-08 15:15:48;362.19;2.41;0.50;2.52
