Timestamp,CPU Usage User (%),CPU Usage System (%),CPU Usage Wait (%),CPU Usage Idle (%),Memory Total (Mo),Memory Free (Mo),Memory Cached (Mo),Memory Active (Mo),Memory Buffers (Mo),Memory Inactive (Mo),Swap Total (Mo),Swap Free (Mo),Processes Runnable,Processes Blocked,Process Switches,Process Forks,Process Execs,Network lo Received (Ko/s),Network eth0 Received (Ko/s),Network wlan0 Received (Ko/s),Network lo Sent (Ko/s),Network eth0 Sent (Ko/s),Network wlan0 Sent (Ko/s),Network Packet lo Received,Network Packet eth0 Received,Network Packet wlan0 Received,Network Packet lo Sent,Network Packet eth0 Sent,Network Packet wlan0 Sent,Disk mmcblk0 Usage (%),Disk mmcblk0p1 Usage (%),Disk mmcblk0p2 Usage (%),Disk mmcblk0 Read (Ko/s),Disk mmcblk0p1 Read (Ko/s),Disk mmcblk0p2 Read (Ko/s),Disk mmcblk0 Write (Ko/s),Disk mmcblk0p1 Write (Ko/s),Disk mmcblk0p2 Write (Ko/s),Disk mmcblk0 Block Size (Ko),Disk mmcblk0p1 Block Size (Ko),Disk mmcblk0p2 Block Size (Ko),Disk mmcblk0 Transfers,Disk mmcblk0p1 Transfers,Disk mmcblk0p2 Transfers,JFS dev Usage (%),JFS run Usage (%),JFS Usage (%),JFS boot/firmware Usage (%)
14:44:36.000,0.0,0.5,0.0,99.5,3787.2,3615.6,33.1,15.1,4.5,45.1,0.0,0.0,1,0,109.7,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.9,0.0,27.9,14.0,0.0,14.0,2.0,0.0,2.0,0.0,0.2,8.5,28.0
14:44:37.000,0.0,0.2,0.0,99.8,3787.2,3615.6,33.1,15.1,4.5,45.3,0.0,0.0,1,0,89.8,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5,28.0
14:44:38.000,0.0,0.0,0.0,100.0,3787.2,3615.4,33.1,15.1,4.5,45.2,0.0,0.0,1,0,99.7,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5,28.0
14:44:39.000,0.2,0.2,0.2,99.3,3787.2,3615.7,33.1,15.1,4.5,45.2,0.0,0.0,1,0,124.2,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,43.7,0.0,43.7,7.3,0.0,7.3,6.0,0.0,6.0,0.0,0.2,8.5,28.0
14:44:40.000,0.0,0.2,0.0,99.8,3787.2,3615.3,33.1,15.1,4.5,45.2,0.0,0.0,1,0,89.8,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5,28.0
14:44:41.000,0.0,0.0,0.0,100.0,3787.2,3615.5,33.1,15.1,4.5,45.2,0.0,0.0,1,0,93.8,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5,28.0
14:44:42.000,0.2,0.2,0.0,99.5,3787.2,3615.4,33.1,15.1,4.5,45.2,0.0,0.0,1,0,79.8,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5,28.0
14:44:43.000,0.0,0.5,0.0,99.5,3787.2,3615.7,33.1,15.1,4.5,45.2,0.0,0.0,1,0,93.8,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5,28.0
14:44:44.000,0.0,0.0,0.2,99.8,3787.2,3615.7,33.1,15.1,4.5,45.2,0.0,0.0,1,0,119.6,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,15.9,8.0,0.0,8.0,2.0,0.0,2.0,0.0,0.2,8.5,28.0
14:44:45.000,0.0,0.2,0.0,99.8,3787.2,3615.7,33.1,15.1,4.5,45.2,0.0,0.0,1,0,85.8,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5,28.0
14:44:46.000,0.0,0.2,0.0,99.8,3787.2,3615.7,33.1,15.1,4.5,45.2,0.0,0.0,1,0,87.8,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.5,28.0
