Relative Time (s),CPU Temperature (°C),Mode,Attack Type,Attack,Host,Measurement,Run
539.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
540.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
541.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
542.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
543.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
544.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
545.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
546.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
547.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
548.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
549.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
550.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
551.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
552.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
553.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
554.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
555.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
556.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
557.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
558.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
559.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
560.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
561.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
562.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
563.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
564.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
565.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
566.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
567.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
568.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
569.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
570.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
571.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
572.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
573.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
574.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
575.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
576.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
577.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
578.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
579.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
580.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
581.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
582.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
583.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
584.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
585.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
586.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
587.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
588.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
589.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
590.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
591.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
592.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
593.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
594.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
595.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
596.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
597.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
598.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
599.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
